487.68	46
488.696	9
489.712	-18
490.728	-54
491.744	39
492.76	27
493.776	-33
494.792	48
495.808	6
496.824	58
497.84	-38
498.856	-14
499.872	-22
500.888	51
501.904	-20
502.92	47
503.936	-7
504.952	90
505.968	14
506.984	11
508	-27
